"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"Tonight 6-8pm We Break Records For Real Hosted By @drealdjhershey milo_pacino @LASTCHANCE4LUV We Live  Episode #2 S… https://t.co/EaKG1u5hmc",FALSE,0,NA,2019-10-08 19:37:31,TRUE,NA,"1181654878550200321",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","LASTCHANCE4LUV",0,FALSE,FALSE,NA,NA
"Support small streams man, just a quick retweet can turn a nobody into a somebody 🗣🗣🗣 #twitch #twitchtv #YouTube… https://t.co/BY3TEk0LCY",FALSE,0,NA,2019-10-08 19:37:30,TRUE,NA,"1181654871361167360",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SimbaVision",0,FALSE,FALSE,NA,NA
"RT @SB_Skooly: I can't wait for y'all to hear this Album 💙.... Full session On my #YouTube

https://t.co/y1KtUpIJBZ https://t.co/XPosel4hS8",FALSE,0,NA,2019-10-08 19:37:18,FALSE,NA,"1181654824045207552",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","moneyhungrykay",7,TRUE,FALSE,NA,NA
"Come check out our video, Borderlands 3 Let's Play Episode/Part 3 Gameplay Walkthrough  Playthrough Facecam [1440P… https://t.co/4OU6kWnsjN",FALSE,0,NA,2019-10-08 19:37:15,TRUE,NA,"1181654809490984968",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","loopy2mn",0,FALSE,FALSE,NA,NA
"RT @SWG_mixes: ⏰This time tomorrow (8pm GMT) my newly Remastered SWG Extended Mix VIDEO of #MichaelJackson's 'Blood On The Dance Floor' wil…",FALSE,0,NA,2019-10-08 19:37:09,FALSE,NA,"1181654786506133506",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DjoDevilHat",21,TRUE,FALSE,NA,NA
"Nightcore Good Time 
https://t.co/V8tZhP485g #Nightcore　#Youtube　#RT希望　#フォロワー募集　#拡散希望",FALSE,0,NA,2019-10-08 19:36:58,FALSE,NA,"1181654739039031296",NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","BoxRivelia",0,FALSE,FALSE,NA,NA
"RT @GlasnostGone: Eastern #Ukraine's had an entrenched front line since early 2015. So no chance for ""separatists"" to capture ammo/weapons.…",FALSE,0,NA,2019-10-08 19:36:56,FALSE,NA,"1181654731195854851",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aleroi",61,TRUE,FALSE,NA,NA
"CLAN RECRUITING https://t.co/MYWlNIFX1Y             #fortniteclip #fortniteclips #streamer #twitch #twitchstreamer… https://t.co/omGeiAB2vo",FALSE,0,NA,2019-10-08 19:36:50,TRUE,NA,"1181654704528461825",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KillaJLive",0,FALSE,FALSE,NA,NA
"""Beautiful ideas die inside of people."" Great interview of #WillSmith by @MKBHD on the role of technology as enable… https://t.co/c8q629fXCE",FALSE,0,NA,2019-10-08 19:36:49,TRUE,NA,"1181654701718130688",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LutzHeidelberg",0,FALSE,FALSE,NA,NA
"08/10/2019 20:36:22
How to Make Professional YouTube Thumbnails Easy with Thumbnail Blaster Software… https://t.co/9mI6DQnEVC",FALSE,0,NA,2019-10-08 19:36:46,TRUE,NA,"1181654688871190528",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Feriel095",0,FALSE,FALSE,NA,NA
"RT @SB_Skooly: I can't wait for y'all to hear this Album 💙.... Full session On my #YouTube

https://t.co/y1KtUpIJBZ https://t.co/XPosel4hS8",FALSE,0,NA,2019-10-08 19:36:15,FALSE,NA,"1181654559468527622",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kdollah_",7,TRUE,FALSE,NA,NA
"RT @SB_Skooly: I can't wait for y'all to hear this Album 💙.... Full session On my #YouTube

https://t.co/y1KtUpIJBZ https://t.co/XPosel4hS8",FALSE,0,NA,2019-10-08 19:36:10,FALSE,NA,"1181654538534739974",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TR_SoulBrother",7,TRUE,FALSE,NA,NA
"""""Pinball"" Clemons named new GM of the Toronto Argonauts #NewsVideo #BreakingNews #Youtube #GlobalNews #CBSN… https://t.co/Ng4hd98Kgt",FALSE,0,NA,2019-10-08 19:36:02,TRUE,NA,"1181654502799077376",NA,"<a href=""http://www.robinspost.com/news/"" rel=""nofollow"">RSS Post Syndication</a>","robinsnewswire",0,FALSE,FALSE,NA,NA
"""Kim Kardashian praises Greta Thunberg: ""She's such an amazing young girl"" #NewsVideo #BreakingNews #Youtube… https://t.co/knNx2EXNFm",FALSE,0,NA,2019-10-08 19:36:02,TRUE,NA,"1181654502224449536",NA,"<a href=""http://www.robinspost.com/news/"" rel=""nofollow"">RSS Post Syndication</a>","robinsnewswire",0,FALSE,FALSE,NA,NA
"""Boris Johnson calls climate change protesters 'crusties' living in 'hemp-smelling bivouacs' #NewsVideo… https://t.co/AQIyzrk2U8",FALSE,0,NA,2019-10-08 19:36:01,TRUE,NA,"1181654501536784386",NA,"<a href=""http://www.robinspost.com/news/"" rel=""nofollow"">RSS Post Syndication</a>","robinsnewswire",0,FALSE,FALSE,NA,NA
"New video up, check it out.
Link to video- https://t.co/CLZYFsxhxz
#youtuber #contentcreators #sub4sub #subforsub… https://t.co/Y6B1NfpP87",FALSE,0,NA,2019-10-08 19:35:45,TRUE,NA,"1181654434100764676",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DWIGHT_473",0,FALSE,FALSE,NA,NA
"RT @MusicTalks_xyz: It's A Hurt by Ghostly Beard as our #MusicVideo of the week. #Youtube @ghostlybeard Made by Yours Truely 😉 
🔴 Let me kn…",FALSE,0,NA,2019-10-08 19:35:42,FALSE,NA,"1181654420079173632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EileenShapiro3",3,TRUE,FALSE,NA,NA
"I got 6 PUBG Mobile Premium Crate Coupon
And one of those Coupon gave me this Amazing
Nordic Ravager - Machete 😍😍😍… https://t.co/WEuBGbhpnV",FALSE,0,NA,2019-10-08 19:35:38,TRUE,NA,"1181654402202923008",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kira__Rocks",0,FALSE,FALSE,NA,NA
"Check out my channel for fun clips of Apex and anything else I deem worthy! #YouTube #youtubegaming
#YouTubers… https://t.co/RLzjhv6tVr",FALSE,0,NA,2019-10-08 19:35:35,TRUE,NA,"1181654390320578561",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","silvalegacy1",0,FALSE,FALSE,NA,NA
"RT @aceboogzny: LIVE NOW! Resident Evil 4 LIVE Full Play Through - Got Some Rare Things On Sale Stranger SO put away your pitchforks and to…",FALSE,0,NA,2019-10-08 19:35:19,FALSE,NA,"1181654323157065728",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DSoska34",1,TRUE,FALSE,NA,NA
"RT @SimplySangeeta: I want more smaller channels to watch and support so drop the link to your channel below! @YTGainTrain @YTPromoz @YTCon…",FALSE,0,NA,2019-10-08 19:35:02,FALSE,NA,"1181654251191357440",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","stopdoubtingyou",1,TRUE,FALSE,NA,NA
"@RepLeeZeldin @RepAdamSchiff On 9•11•2012, four Americans were left to be butchered in #Benghazi by the #Obama Admi… https://t.co/4upRZ47ehK",FALSE,0,"RepLeeZeldin",2019-10-08 19:34:54,TRUE,"1181627963932135424","1181654219960541190","2750127259","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PatriotPirate74",0,FALSE,FALSE,NA,NA
"RT @soaverecords: welcome Green Light #lyricvideo! head over to @ChillYourMind on #youtube to see it! @imadmusicoff @NovlightsMusic",FALSE,0,NA,2019-10-08 19:34:33,FALSE,NA,"1181654131838201857",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","NovlightsMusic",1,TRUE,FALSE,NA,NA
"Telltale's The Walking Dead Episode 2 - Starved For Help
https://t.co/lU7sAkeKEZ
#TheWalkingDead #LetsPlay #Youtube… https://t.co/Myr28iodlC",FALSE,0,NA,2019-10-08 19:34:33,TRUE,NA,"1181654131326554119",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PattyNest",0,FALSE,FALSE,NA,NA
"Actual #Maleficent Costume worn by Angelina Jolie &amp; 
#YouTube #YouTubersReact #React
https://t.co/ebR6NUHekB",FALSE,0,NA,2019-10-08 19:34:25,FALSE,NA,"1181654096849313792",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","ReinaaRoyale",0,FALSE,FALSE,NA,NA
"RT @MusicTalks_xyz: It's A Hurt by Ghostly Beard as our #MusicVideo of the week. #Youtube @ghostlybeard Made by Yours Truely 😉 
🔴 Let me kn…",FALSE,0,NA,2019-10-08 19:34:21,FALSE,NA,"1181654080772546561",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ghostlybeard",3,TRUE,FALSE,NA,NA
"RT @New_YouTubers: #TUESDAY  

If you’re a small #YouTuber comment your channel name &amp; links down below👇 Let’s support each other (follow f…",FALSE,0,NA,2019-10-08 19:34:18,FALSE,NA,"1181654069737328641",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JdMprogaming",20,TRUE,FALSE,NA,NA
"New LyfCraft Episode from Bexy is out now! #minecraft #lyfcraft #youtube #gaming https://t.co/gGRuVQDXsa",FALSE,0,NA,2019-10-08 19:34:13,FALSE,NA,"1181654047050338306",NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","LyfCraftMC",0,FALSE,FALSE,NA,NA
"New LyfCraft Episode from CharisSophia is out now! #minecraft #lyfcraft #youtube #gaming https://t.co/HfYMY3Q2v4",FALSE,0,NA,2019-10-08 19:34:12,FALSE,NA,"1181654042684116993",NA,"<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","LyfCraftMC",0,FALSE,FALSE,NA,NA
"RT @FLEXNATIONTV: @IAMSUMMERWALKER @brysontiller @christineyuan Check out my reaction summer walker music video below 🔥🔥🔥
https://t.co/BprQ…",FALSE,0,NA,2019-10-08 19:33:57,FALSE,NA,"1181653980893437952",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","softmaestro",1,TRUE,FALSE,NA,NA
"RT @anthonygraves: I watched #SquareOneMJ by @dannywuyue on #YouTube over the weekend. I found it incredibly informative and enlightening,…",FALSE,0,NA,2019-10-08 19:33:57,FALSE,NA,"1181653978142199810",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Carlaadry2",114,TRUE,FALSE,NA,NA
"brand new original mix one! #original #song #holdon #youtube https://t.co/HAbYAGOzIH",FALSE,0,NA,2019-10-08 19:33:53,FALSE,NA,"1181653961016631296",NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","djtakeson",0,FALSE,FALSE,NA,NA
"RT @JuicyJakeaJoke: Is Caustic good with the new map? Take a look for yourself

is Caustic still GOOD in the NEW map? Apex Legends - Road t…",FALSE,0,NA,2019-10-08 19:33:48,FALSE,NA,"1181653941660069890",NA,"<a href=""https://anpaus-twitter-chatbot.herokuapp.com/"" rel=""nofollow"">anpaus-twitter-bot</a>","pawelterlecki",4,TRUE,FALSE,NA,NA
"RT @GraceLoganVlogs: 270/365: 10/8/2019: #vlogtober #vlogtober2019 #day8 is up on our channel! #youtube #thelifeofgraceandloganvlogs #thead…",FALSE,0,NA,2019-10-08 19:33:05,FALSE,NA,"1181653762462621697",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","zacksanford2",1,TRUE,FALSE,NA,NA
"Any tips from anyone who reads this on how to grow, how to be better, and what do you wanna see from my Yt and Twit… https://t.co/iO9yryd2rz",FALSE,2,NA,2019-10-08 19:33:00,TRUE,NA,"1181653741893586944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","itsMaximize",0,FALSE,FALSE,NA,NA
"RT @SB_Skooly: I can't wait for y'all to hear this Album 💙.... Full session On my #YouTube

https://t.co/y1KtUpIJBZ https://t.co/XPosel4hS8",FALSE,0,NA,2019-10-08 19:32:52,FALSE,NA,"1181653705373966337",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","itss_Trinn",7,TRUE,FALSE,NA,NA
"RT @JuicyJakeaJoke: Is Caustic good with the new map? Take a look for yourself

is Caustic still GOOD in the NEW map? Apex Legends - Road t…",FALSE,0,NA,2019-10-08 19:32:50,FALSE,NA,"1181653698260414467",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CCG_RTs",4,TRUE,FALSE,NA,NA
"Reaction To Rappers Be On They Interviews
https://t.co/UB2hO4q9vh #youtube",FALSE,0,NA,2019-10-08 19:32:48,FALSE,NA,"1181653691314659329",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MobJefe",0,FALSE,FALSE,NA,NA
"We are about to tune in an check out the music of these FIVE artist.... tune in for updates.... #StrictlyBidness… https://t.co/IuevfI17xl",FALSE,0,NA,2019-10-08 19:32:36,TRUE,NA,"1181653640311902208",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","StriclyBPromo",0,FALSE,FALSE,NA,NA
"https://t.co/5WE5ZB2Gks

Cover of Ocean Eyes, by Castel Sant'Angelo in Rome, just went up on my channel ! Pls show… https://t.co/UUulx4vFL4",FALSE,0,NA,2019-10-08 19:32:00,TRUE,NA,"1181653487500894209",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iambethanybell",0,FALSE,FALSE,NA,NA
"RT @MusicTalks_xyz: It's A Hurt by Ghostly Beard as our #MusicVideo of the week. #Youtube @ghostlybeard Made by Yours Truely 😉 
🔴 Let me kn…",FALSE,0,NA,2019-10-08 19:31:56,FALSE,NA,"1181653473223417862",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Chilhon2016Lap",3,TRUE,FALSE,NA,NA
"PUBG Mobile | 32 Kill Gameplay | Asia server !!!

https://t.co/4aCaGUBCGV

#pubg #fortnite #pubgmobile #gaming #ps… https://t.co/7Z41edFttF",FALSE,0,NA,2019-10-08 19:31:53,TRUE,NA,"1181653458241257472",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kira__Rocks",0,FALSE,FALSE,NA,NA
"RT @SWG_mixes: ⏰This time tomorrow (8pm GMT) my newly Remastered SWG Extended Mix VIDEO of #MichaelJackson's 'Blood On The Dance Floor' wil…",FALSE,0,NA,2019-10-08 19:31:49,FALSE,NA,"1181653442718126080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GreenyElven",21,TRUE,FALSE,NA,NA
"RT @Joe_Fosho_: Slidin in yo DM's like 👀
Stream Link in the Bio! 
-
-
-
#apexlegends #apexlegendsclips #apexlegendsps4 #apexlegendsxbox #ap…",FALSE,0,NA,2019-10-08 19:31:48,FALSE,NA,"1181653438989586438",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ruxvms",2,TRUE,FALSE,NA,NA
"RT @DeporFinanzas: 📲 TOP 10 most popular american sports teams ranked by total views on #YouTube during september 2019! 

1.@Flamengo🇧🇷
2.@…",FALSE,0,NA,2019-10-08 19:31:46,FALSE,NA,"1181653429623644165",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lucasnesis",100,TRUE,FALSE,NA,NA
"RT @JHB1990_Live: A little Teaser from my new Youtube Video. I hope you enjoy it... If you want to see more click the link below...

https:…",FALSE,0,NA,2019-10-08 19:31:39,FALSE,NA,"1181653402255859712",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Agaming___win",2,TRUE,FALSE,NA,NA
"RT @SWG_mixes: ⏰This time tomorrow (8pm GMT) my newly Remastered SWG Extended Mix VIDEO of #MichaelJackson's 'Blood On The Dance Floor' wil…",FALSE,0,NA,2019-10-08 19:31:36,FALSE,NA,"1181653387764539397",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","isgretta",21,TRUE,FALSE,NA,NA
"RT @JHB1990_Live: Fifa 20 - Episode  1 - The battle of Fifa has just gone live on youtube. Enjoy.

https://t.co/Pl42kFFmn8

#YouTube #Strea…",FALSE,0,NA,2019-10-08 19:31:33,FALSE,NA,"1181653374170750977",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Agaming___win",2,TRUE,FALSE,NA,NA
"RT @SWG_mixes: ⏰This time tomorrow (8pm GMT) my newly Remastered SWG Extended Mix VIDEO of #MichaelJackson's 'Blood On The Dance Floor' wil…",FALSE,0,NA,2019-10-08 19:31:31,FALSE,NA,"1181653368693039104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CaribeanaWI",21,TRUE,FALSE,NA,NA
"RT @SWG_mixes: ⏰This time tomorrow (8pm GMT) my newly Remastered SWG Extended Mix VIDEO of #MichaelJackson's 'Blood On The Dance Floor' wil…",FALSE,0,NA,2019-10-08 19:31:16,FALSE,NA,"1181653303773384704",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","mjj1434",21,TRUE,FALSE,NA,NA
"It's A Hurt by Ghostly Beard as our #MusicVideo of the week. #Youtube @ghostlybeard Made by Yours Truely 😉 
🔴 Let m… https://t.co/X1gjUuokqV",FALSE,3,NA,2019-10-08 19:31:01,TRUE,NA,"1181653243266555905",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","MusicTalks_xyz",3,FALSE,FALSE,NA,NA
"LIVE NOW! Resident Evil 4 LIVE Full Play Through - Got Some Rare Things On Sale Stranger SO put away your pitchfork… https://t.co/YuKwobkRE7",FALSE,0,NA,2019-10-08 19:30:55,TRUE,NA,"1181653216376823808",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","aceboogzny",1,FALSE,FALSE,NA,NA
"12 steps for #Youtubers to #MakeItHappen in our pocket guide. What are you waiting for? https://t.co/n8dLdKrP6u Bre… https://t.co/27iJs4sRhl",FALSE,0,NA,2019-10-08 19:30:45,TRUE,NA,"1181653175167832064",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","BuzzzChomp",0,FALSE,FALSE,NA,NA
"In 2019 the Best way to become a Better Streamer is to Roll out. Between #Networking #Twitch #Instagram #Twitter… https://t.co/07gYz1dOLY",FALSE,1,NA,2019-10-08 19:30:30,TRUE,NA,"1181653113029251073",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","RealziesCuts",0,FALSE,FALSE,NA,NA
"Turbosmart Internal Wastegate Actuator Install [🔧🐌PSHHH // Mazdaspeed Protege5] (w/Pro Tips)

S8:E7 Mils Garage… https://t.co/XX4rKSQLGe",FALSE,0,NA,2019-10-08 19:30:20,TRUE,NA,"1181653069689507841",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","jaymilnamow",0,FALSE,FALSE,NA,NA
"check out #Entitlements by #TheKeep now!! #hiphop #rap #nowplaying #miami #itunes #youtube #spotify https://t.co/WhNNQH8vsy",FALSE,0,NA,2019-10-08 19:30:19,FALSE,NA,"1181653065172242432",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","iamphraze",0,FALSE,FALSE,NA,NA
"RT @SB_Skooly: I can't wait for y'all to hear this Album 💙.... Full session On my #YouTube

https://t.co/y1KtUpIJBZ https://t.co/XPosel4hS8",FALSE,0,NA,2019-10-08 19:30:12,FALSE,NA,"1181653037783408643",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Its_Derrick937",7,TRUE,FALSE,NA,NA
"No internet, no social media, no bullshit - times were easier back then, but not everything was... #MafiaII

#Mixer… https://t.co/dOexnJSif0",FALSE,1,NA,2019-10-08 19:30:09,TRUE,NA,"1181653021413052416",NA,"<a href=""https://restream.io/"" rel=""nofollow"">Restream.io</a>","ScouseGaffa",0,FALSE,FALSE,NA,NA
"RT @AD_WHITMAN: If you like #ghosts and #supernatural #videos check out my #YouTube #channel!

#Subscribe 👇
https://t.co/9ORWi9pH8C
Ambitio…",FALSE,0,NA,2019-10-08 19:30:03,FALSE,NA,"1181652999342628871",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","belcherjody1",12,TRUE,FALSE,NA,NA
"RT @SB_Skooly: I can't wait for y'all to hear this Album 💙.... Full session On my #YouTube

https://t.co/y1KtUpIJBZ https://t.co/XPosel4hS8",FALSE,0,NA,2019-10-08 19:29:50,FALSE,NA,"1181652944338460672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kvng_hodges",7,TRUE,FALSE,NA,NA
"RT @anthonygraves: I watched #SquareOneMJ by @dannywuyue on #YouTube over the weekend. I found it incredibly informative and enlightening,…",FALSE,0,NA,2019-10-08 19:29:48,FALSE,NA,"1181652935941480449",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","thrillerdayyss",114,TRUE,FALSE,NA,NA
"08/10/2019 20:30:54
How to Make Professional YouTube Thumbnails Easy with Thumbnail Blaster Software… https://t.co/gWblsz8Dho",FALSE,1,NA,2019-10-08 19:29:46,TRUE,NA,"1181652925388640257",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Feriel095",0,FALSE,FALSE,NA,NA
"An #inspirational #videoviral Salute to this person for taking out his #valuabletime for this #oldman #hand… https://t.co/Eg23F77TF5",FALSE,0,NA,2019-10-08 19:29:40,TRUE,NA,"1181652901699162112",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","RapperChriss",0,FALSE,FALSE,NA,NA
"RT @IamDjKsmoov: - https://t.co/eSYlTrfwAY  #NowPlaying on  https://t.co/eSYlTrfwAY ,  https://t.co/eSYlTrfwAY
Join my good friends and I a…",FALSE,0,NA,2019-10-08 19:29:36,FALSE,NA,"1181652886662647808",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IamDjKsmoov",1,TRUE,FALSE,NA,NA
"Bliss.  #socialmedia #burnout #productivity #selfie #smartphone #Smartphones #instagram #Facebook #YouTube #twitter… https://t.co/WBi9WtVoBz",FALSE,0,NA,2019-10-08 19:29:23,TRUE,NA,"1181652829838217216",NA,"<a href=""http://www.autotweeter.in/"" rel=""nofollow"">tweet pro stiff</a>","stiffmidlefinga",0,FALSE,FALSE,NA,NA
"Recording Some Draft to glory! to go on my Channel on #Youtube #FIFA20  #futdraft 188
https://t.co/fn56aNwsAS https://t.co/gYQLcDNfRa",FALSE,0,NA,2019-10-08 19:29:20,FALSE,NA,"1181652816986804224",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Dizzle14O1",0,FALSE,FALSE,NA,NA
"RT @WendyBVoiceOver: Video is up on my #YouTube channel for the Tiki Fever event in #Sarasota over the weekend. Check it out &amp; perhaps #sub…",FALSE,0,NA,2019-10-08 19:29:12,FALSE,NA,"1181652784052989952",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","softmaestro",1,TRUE,FALSE,NA,NA
"RT @DroidsDaily: The very first video has been uploaded to #youtube. #DroidsDaily #1 : Minecraft : The Amazing Maze

https://t.co/2bqvaBrqE…",FALSE,0,NA,2019-10-08 19:28:58,FALSE,NA,"1181652725148209153",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","flylikeakiwinz",2,TRUE,FALSE,NA,NA
"Ok ok @RRomAno23 got that #boomerang out now ! Take a look on his YouTube .. #mediamuverz #hiphop #ksharktv… https://t.co/QeJKMuDr1L",FALSE,0,NA,2019-10-08 19:28:50,TRUE,NA,"1181652690989801472",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","MediaMuverz",0,FALSE,FALSE,NA,NA
"Finally uploaded some content for my YouTube channel! Check it out! #YouTube #ContentCreator
https://t.co/fat8izdn6O",FALSE,0,NA,2019-10-08 19:28:49,FALSE,NA,"1181652688976543745",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Cristimisty",0,FALSE,FALSE,NA,NA
"RT @dannywood: Have you visited my #YouTube channel yet? Click on the link below for exclusive access to my music videos &amp; more. Be sure to…",FALSE,0,NA,2019-10-08 19:28:41,FALSE,NA,"1181652656382713858",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dannywo92025973",162,TRUE,FALSE,NA,NA
"I can't wait for y'all to hear this Album 💙.... Full session On my #YouTube

https://t.co/y1KtUpIJBZ https://t.co/XPosel4hS8",FALSE,22,NA,2019-10-08 19:28:41,FALSE,NA,"1181652654243680257",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SB_Skooly",7,FALSE,FALSE,NA,NA
"RT @shotbychuka: Just uploaded my first YouTube tutorial video talking about the three fundamental settings of a camera

Click the link bel…",FALSE,0,NA,2019-10-08 19:28:33,FALSE,NA,"1181652620173287424",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","orukele_m",5,TRUE,FALSE,NA,NA
"RT @crystalmoon1ba: @carolyn660 @Tabatha1McAfee @ChaseConnor7 @adric4 @brilliantloves1 @RichardLabbett @dkmarie2216s @DawnHosmer7 @Nightsha…",FALSE,0,NA,2019-10-08 19:28:31,FALSE,NA,"1181652610870386690",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","whimsyandwicked",11,TRUE,FALSE,NA,NA
"Lets Play Legacy Extreme, Episode 3: We Got Kicked Out of Winterfest! https://t.co/Aj7X64W3np via @YouTube… https://t.co/jnEjk9wOyU",FALSE,0,NA,2019-10-08 19:28:29,TRUE,NA,"1181652603211599877",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tribalsoupproj",0,FALSE,FALSE,NA,NA
"Vibes!! 🔥🔥 #nowplaying all i kno 💯💯💸💸on #youtube 🎥https://t.co/Rm31g6K59M 🎬",FALSE,0,NA,2019-10-08 19:28:23,FALSE,NA,"1181652579975155712",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RENNYTHAREBEL",0,FALSE,FALSE,NA,NA
"That being said:
Keep an eye on my #SoundCloud &amp; #YouTube as there will be a new thing on there in the coming weeks!",FALSE,1,NA,2019-10-08 19:28:20,FALSE,NA,"1181652567207612422",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","endeviemusic",0,FALSE,FALSE,NA,NA
